release_run_id,origin_day,movie_id,title,opening_weekend_start,forecast_origin_date,release_year,release_month,season_bucket,release_type,release_width_bucket,is_wide_release,is_large_release,genre,distributor,franchise,is_franchise,is_doc_concert,opening_weekend_theaters,actual_opening_weekend_gross_usd,latest_estimate_date,earliest_estimate_date,source_count,estimate_count,dollar_median_consensus_usd,mean_estimate_mid_usd,min_estimate_mid_usd,max_estimate_mid_usd,estimate_mid_stddev_usd,log_mean_consensus_usd,log_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,source_bias_adjusted_log_median_consensus_usd,mean_source_age_days,min_source_age_days,max_source_age_days,source_range_inside_rate,reliability_weighted_sources,source_bias_adjusted_reliability_weighted_sources,log_dispersion,estimate_sources,recency_weighted_log_consensus_lambda_0_usd,recency_reliability_weighted_log_consensus_lambda_0_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0_usd,recency_weighted_log_consensus_lambda_0.02_usd,recency_reliability_weighted_log_consensus_lambda_0.02_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.02_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.02_usd,recency_weighted_log_consensus_lambda_0.05_usd,recency_reliability_weighted_log_consensus_lambda_0.05_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.05_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.05_usd,recency_weighted_log_consensus_lambda_0.1_usd,recency_reliability_weighted_log_consensus_lambda_0.1_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.1_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.1_usd,recency_weighted_log_consensus_lambda_0.2_usd,recency_reliability_weighted_log_consensus_lambda_0.2_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.2_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.2_usd,recency_weighted_log_consensus_lambda_0.35_usd,recency_reliability_weighted_log_consensus_lambda_0.35_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.35_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.35_usd,recency_weighted_log_consensus_lambda_0.5_usd,recency_reliability_weighted_log_consensus_lambda_0.5_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.5_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.5_usd,recency_weighted_log_consensus_lambda_0.75_usd,recency_reliability_weighted_log_consensus_lambda_0.75_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.75_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.75_usd,recency_weighted_log_consensus_lambda_1_usd,recency_reliability_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_recency_reliability_weighted_lambda_1_usd,source_reliability_weighted_log_consensus_usd,source_bias_adjusted_reliability_weighted_log_consensus_usd,age_cap_3d_strict_dollar_median_consensus_usd,age_cap_3d_strict_log_mean_consensus_usd,age_cap_3d_strict_log_median_consensus_usd,age_cap_3d_strict_source_count,age_cap_3d_fallback_dollar_median_consensus_usd,age_cap_3d_fallback_log_mean_consensus_usd,age_cap_3d_fallback_log_median_consensus_usd,age_cap_7d_strict_dollar_median_consensus_usd,age_cap_7d_strict_log_mean_consensus_usd,age_cap_7d_strict_log_median_consensus_usd,age_cap_7d_strict_source_count,age_cap_7d_fallback_dollar_median_consensus_usd,age_cap_7d_fallback_log_mean_consensus_usd,age_cap_7d_fallback_log_median_consensus_usd,age_cap_14d_strict_dollar_median_consensus_usd,age_cap_14d_strict_log_mean_consensus_usd,age_cap_14d_strict_log_median_consensus_usd,age_cap_14d_strict_source_count,age_cap_14d_fallback_dollar_median_consensus_usd,age_cap_14d_fallback_log_mean_consensus_usd,age_cap_14d_fallback_log_median_consensus_usd,log_actual_opening_weekend,evaluation_subset,primary_point_method,mean_point_method,primary_point_forecast_usd,mean_point_forecast_usd
254,-8,254,Brave the Dark (2025),2025-01-24,2025-01-16,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-10,2025-01-10,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3445890.5685553215,3445890.5685553215,6.0,6,6,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000011,3445890.5685553215,3445890.5685553215,5000000.000000003,5000000.000000003,3445890.5685553215,3445890.5685553155,5000000.000000003,5000000.000000011,3445890.5685553215,3445890.5685553215,5000000.000000003,5000000.000000011,3445890.5685553276,3445890.5685553155,5000000.000000003,5000000.000000003,3445890.5685553155,3445890.5685553276,5000000.000000003,5000000.000000003,3445890.5685553215,3445890.5685553155,4999999.9999999935,4999999.9999999935,3445890.5685553155,3445890.5685553215,5000000.000000003,5000000.000000003,3445890.5685553215,3445890.5685553215,5000000.000000003,5000000.000000003,3445890.5685553215,3445890.5685553215,5000000.000000011,3445890.5685553215,,,,,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-7,254,Brave the Dark (2025),2025-01-24,2025-01-17,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,0.0,0,0,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,3410802.7578629106,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-6,254,Brave the Dark (2025),2025-01-24,2025-01-18,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,1.0,1,1,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629167,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629046,5000000.000000003,4999999.9999999935,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629046,5000000.000000003,5000000.000000003,3410802.7578629167,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,4999999.9999999935,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629167,3410802.7578629106,5000000.000000003,3410802.7578629106,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-5,254,Brave the Dark (2025),2025-01-24,2025-01-19,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,2.0,2,2,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000011,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,4999999.9999999935,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629046,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000011,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629167,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629167,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,3410802.7578629106,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-4,254,Brave the Dark (2025),2025-01-24,2025-01-20,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,3.0,3,3,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000011,3410802.7578629106,3410802.7578629046,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629046,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629167,5000000.000000003,5000000.000000011,3410802.7578629106,3410802.7578629167,4999999.9999999935,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,3410802.7578629106,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-3,254,Brave the Dark (2025),2025-01-24,2025-01-21,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,4.0,4,4,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629046,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629046,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000011,4999999.9999999935,3410802.7578629106,3410802.7578629167,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,4999999.9999999935,5000000.000000003,3410802.7578629106,3410802.7578629106,4999999.9999999935,5000000.000000003,3410802.7578629046,3410802.7578629046,5000000.000000003,3410802.7578629106,,,,,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,log_mean_consensus_usd,5000000.0,5000000.000000003
254,-2,254,Brave the Dark (2025),2025-01-24,2025-01-22,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-17,2025-01-17,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5.0,5,5,0.0,1,1,0.0,boxofficetheory,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,4999999.9999999935,3410802.7578629106,3410802.7578629106,4999999.9999999935,5000000.000000011,3410802.7578629046,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629167,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,5000000.000000003,3410802.7578629167,3410802.7578629106,5000000.000000011,5000000.000000003,3410802.7578629106,3410802.7578629106,5000000.000000003,4999999.9999999935,3410802.7578629106,3410802.7578629106,5000000.000000003,3410802.7578629106,,,,,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,14.64324763323769,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,5000000.0,3410802.7578629106
254,-1,254,Brave the Dark (2025),2025-01-24,2025-01-23,2025,1,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2230,2288135.0,2025-01-23,2025-01-17,2,2,3800000.0,3800000.0,2600000.0,5000000.0,1697056.274847714,3605551.2754639867,3605551.2754639867,2720875.632627684,2720875.632627684,3.0,0,6,0.0,2,2,0.6539264674066647,"boxofficereport, boxofficetheory",3605551.2754639867,2705341.3833197644,2720875.632627684,2224083.0527838846,3535590.7226208057,2693874.700994915,2684274.173508051,2218253.1987621463,3434236.8999550063,2678896.1961703887,2630849.0828061937,2210637.158098158,3277976.020283185,2658926.710056488,2547516.267603858,2200481.9980737735,3024903.577130801,2632684.6176945185,2409896.5303846584,2187134.3288334133,2792264.0212582173,2613391.540469262,2280216.205736423,2177319.0210219715,2681897.264950197,2605461.7860073806,2217533.9529433213,2173284.202556799,2618747.3627135893,2601220.740031756,2181310.3901853696,2171126.12940656,2604207.3762532813,2600272.4862180967,2172932.034873834,2170643.592719139,2705341.3833197644,2224083.0527838846,2600000.0,2599999.9999999995,2599999.9999999995,1.0,2600000.0,2599999.9999999995,2599999.9999999995,3800000.0,3605551.2754639867,3605551.2754639867,2.0,3800000.0,3605551.2754639867,3605551.2754639867,3800000.0,3605551.2754639867,3605551.2754639867,2.0,3800000.0,3605551.2754639867,3605551.2754639867,14.64324763323769,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,2604207.3762532813,2720875.632627684
358,-14,358,Companion (2025),2025-01-31,2025-01-17,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,0.0,0,0,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,8146018.10484927,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-13,358,Companion (2025),2025-01-31,2025-01-18,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,1.0,1,1,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849255,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849255,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849255,12000000.000000011,8146018.10484927,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-12,358,Companion (2025),2025-01-31,2025-01-19,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,2.0,2,2,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849255,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849284,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849255,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,8146018.10484927,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-11,358,Companion (2025),2025-01-31,2025-01-20,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,3.0,3,3,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849255,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,8146018.10484927,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-10,358,Companion (2025),2025-01-31,2025-01-21,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,4.0,4,4,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849255,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849284,8146018.10484927,12000000.000000011,12000000.000000011,8146018.104849255,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849284,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,8146018.10484927,,,,,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-9,358,Companion (2025),2025-01-31,2025-01-22,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,5.0,5,5,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849255,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.104849255,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,12000000.000000011,8146018.10484927,8146018.10484927,12000000.000000011,8146018.10484927,,,,,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-8,358,Companion (2025),2025-01-31,2025-01-23,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-17,2025-01-17,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.6940930635,6.0,6,6,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.6940930635,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.694093077,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.6940930635,12000000.000000011,12000000.000000011,8130243.694093049,8130243.6940930635,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.694093077,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.694093077,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.6940930635,12000000.000000011,12000000.000000011,8130243.694093077,8130243.694093049,12000000.000000011,12000000.000000011,8130243.6940930635,8130243.6940930635,12000000.000000011,8130243.6940930635,,,,,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-7,358,Companion (2025),2025-01-31,2025-01-24,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-24,2025-01-24,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,0.0,0,0,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,8050889.95517624,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
358,-6,358,Companion (2025),2025-01-31,2025-01-25,2025,1,winter_spring,movie_page_full_run,large_wide,True,True,Black Comedy,,,False,False,3285,9300113.0,2025-01-24,2025-01-24,1,1,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,1.0,1,1,0.0,1,1,0.0,boxofficetheory,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.955176225,12000000.000000011,12000000.000000011,8050889.95517624,8050889.955176225,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.955176225,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,12000000.000000011,8050889.95517624,8050889.955176225,12000000.000000011,12000000.000000011,8050889.95517624,8050889.95517624,12000000.000000011,8050889.95517624,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,12000000.0,12000000.000000011,12000000.000000011,1.0,12000000.0,12000000.000000011,12000000.000000011,16.0455371085873,test,dollar_median_consensus_usd,log_mean_consensus_usd,12000000.0,12000000.000000011
