source,movie_key,source_movie_id,source_title,movie_id,canonical_title,canonical_release_date,identity_status,raw_match_statuses,estimate_rows,min_target_start_date,max_target_start_date,min_target_end_date,max_target_end_date,min_estimate_usd,max_estimate_usd
toddmthatcher,toddmthatcher:US_CA:finding-dory:2016-07-15,toddmthatcher:US_CA:finding-dory:2016-07-15,Finding Dory,6469,Finding Dory,2016-06-17,matched,provisional,1,2016-07-15,2016-07-15,2016-07-17,2016-07-17,11200000,11200000
toddmthatcher,toddmthatcher:US_CA:finding-dory:2016-07-29,toddmthatcher:US_CA:finding-dory:2016-07-29,Finding Dory,6469,Finding Dory,2016-06-17,matched,provisional,1,2016-07-29,2016-07-29,2016-07-31,2016-07-31,4500000,4500000
toddmthatcher,toddmthatcher:US_CA:finding-dory:unknown-date,toddmthatcher:US_CA:finding-dory:unknown-date,Finding Dory,6469,Finding Dory,2016-06-17,matched,provisional,1,,,,,117300000,117300000
toddmthatcher,toddmthatcher:US_CA:free-state-of-jones:2016-06-24,toddmthatcher:US_CA:free-state-of-jones:2016-06-24,Free State of Jones,6472,Free State of Jones,2016-06-24,matched,provisional,1,2016-06-24,2016-06-24,2016-06-26,2016-06-26,12700000,12700000
toddmthatcher,toddmthatcher:US_CA:free-state-of-jones:unknown-date,toddmthatcher:US_CA:free-state-of-jones:unknown-date,Free State of Jones,6472,Free State of Jones,2016-06-24,matched,provisional,1,,,,,12700000,12700000
toddmthatcher,toddmthatcher:US_CA:ghostbusters:2016-07-15,toddmthatcher:US_CA:ghostbusters:2016-07-15,Ghostbusters,6479,Ghostbusters,2016-07-15,matched,provisional,1,2016-07-15,2016-07-15,2016-07-17,2016-07-17,47300000,47300000
toddmthatcher,toddmthatcher:US_CA:ghostbusters:2016-07-22,toddmthatcher:US_CA:ghostbusters:2016-07-22,Ghostbusters,6479,Ghostbusters,2016-07-15,matched,provisional,1,2016-07-22,2016-07-22,2016-07-24,2016-07-24,19800000,19800000
toddmthatcher,toddmthatcher:US_CA:ghostbusters:2016-07-29,toddmthatcher:US_CA:ghostbusters:2016-07-29,Ghostbusters,6479,Ghostbusters,2016-07-15,matched,provisional,1,2016-07-29,2016-07-29,2016-07-31,2016-07-31,11200000,11200000
toddmthatcher,toddmthatcher:US_CA:ghostbusters:unknown-date,toddmthatcher:US_CA:ghostbusters:unknown-date,Ghostbusters,6479,Ghostbusters,2016-07-15,matched,provisional,1,,,,,47300000,47300000
toddmthatcher,toddmthatcher:US_CA:gods-not-dead-2:2016-04-01,toddmthatcher:US_CA:gods-not-dead-2:2016-04-01,God’s Not Dead 2,6443,God’s Not Dead 2,2016-04-01,matched,provisional,1,2016-04-01,2016-04-01,2016-04-03,2016-04-03,9600000,9600000
toddmthatcher,toddmthatcher:US_CA:gods-not-dead-2:unknown-date,toddmthatcher:US_CA:gods-not-dead-2:unknown-date,God’s Not Dead 2,6443,God’s Not Dead 2,2016-04-01,matched,provisional,1,,,,,9600000,9600000
toddmthatcher,toddmthatcher:US_CA:gods-of-egypt:2016-02-26,toddmthatcher:US_CA:gods-of-egypt:2016-02-26,Gods of Egypt,6430,Gods of Egypt,2016-02-26,matched,provisional,1,2016-02-26,2016-02-26,2016-02-28,2016-02-28,13900000,13900000
toddmthatcher,toddmthatcher:US_CA:gods-of-egypt:2016-03-04,toddmthatcher:US_CA:gods-of-egypt:2016-03-04,Gods of Egypt,6430,Gods of Egypt,2016-02-26,matched,provisional,1,2016-03-04,2016-03-04,2016-03-06,2016-03-06,5800000,5800000
toddmthatcher,toddmthatcher:US_CA:gods-of-egypt:unknown-date,toddmthatcher:US_CA:gods-of-egypt:unknown-date,Gods of Egypt,6430,Gods of Egypt,2016-02-26,matched,provisional,1,,,,,13900000,13900000
toddmthatcher,toddmthatcher:US_CA:hail-caesar:2016-02-05,toddmthatcher:US_CA:hail-caesar:2016-02-05,"Hail, Caesar!",6420,"Hail, Caesar!",2016-02-05,matched,provisional,1,2016-02-05,2016-02-05,2016-02-07,2016-02-07,14300000,14300000
toddmthatcher,toddmthatcher:US_CA:hail-caesar:2016-02-12,toddmthatcher:US_CA:hail-caesar:2016-02-12,"Hail, Caesar!",6420,"Hail, Caesar!",2016-02-05,matched,provisional,1,2016-02-12,2016-02-12,2016-02-14,2016-02-14,5600000,5600000
toddmthatcher,toddmthatcher:US_CA:hail-caesar:unknown-date,toddmthatcher:US_CA:hail-caesar:unknown-date,"Hail, Caesar!",6420,"Hail, Caesar!",2016-02-05,matched,provisional,1,,,,,14300000,14300000
toddmthatcher,toddmthatcher:US_CA:hardcore-henry:2016-04-08,toddmthatcher:US_CA:hardcore-henry:2016-04-08,Hardcore Henry,6446,Hardcore Henry,2016-04-08,matched,provisional,1,2016-04-08,2016-04-08,2016-04-10,2016-04-10,7800000,7800000
toddmthatcher,toddmthatcher:US_CA:hardcore-henry:unknown-date,toddmthatcher:US_CA:hardcore-henry:unknown-date,Hardcore Henry,6446,Hardcore Henry,2016-04-08,matched,provisional,1,,,,,7800000,7800000
toddmthatcher,toddmthatcher:US_CA:hillsong-let-hope-rise:unknown-date,toddmthatcher:US_CA:hillsong-let-hope-rise:unknown-date,Hillsong – Let Hope Rise,26142,Hillsong – Let Hope Rise,,matched,provisional,1,,,,,3000000,3000000
toddmthatcher,toddmthatcher:US_CA:how-to-be-single:2016-02-12,toddmthatcher:US_CA:how-to-be-single:2016-02-12,How to Be Single,6425,How to Be Single,2016-02-12,matched,provisional,1,2016-02-12,2016-02-12,2016-02-14,2016-02-14,18700000,18700000
toddmthatcher,toddmthatcher:US_CA:how-to-be-single:2016-02-19,toddmthatcher:US_CA:how-to-be-single:2016-02-19,How to Be Single,6425,How to Be Single,2016-02-12,matched,provisional,1,2016-02-19,2016-02-19,2016-02-21,2016-02-21,9200000,9200000
toddmthatcher,toddmthatcher:US_CA:how-to-be-single:unknown-date,toddmthatcher:US_CA:how-to-be-single:unknown-date,How to Be Single,6425,How to Be Single,2016-02-12,matched,provisional,1,,,,,18700000,18700000
toddmthatcher,toddmthatcher:US_CA:ice-age-collision-course:2016-07-22,toddmthatcher:US_CA:ice-age-collision-course:2016-07-22,Ice Age: Collision Course,6482,Ice Age: Collision Course,2016-07-22,matched,provisional,1,2016-07-22,2016-07-22,2016-07-24,2016-07-24,28300000,28300000
toddmthatcher,toddmthatcher:US_CA:ice-age-collision-course:2016-07-29,toddmthatcher:US_CA:ice-age-collision-course:2016-07-29,Ice Age: Collision Course,6482,Ice Age: Collision Course,2016-07-22,matched,provisional,1,2016-07-29,2016-07-29,2016-07-31,2016-07-31,10100000,10100000
toddmthatcher,toddmthatcher:US_CA:ice-age-collision-course:unknown-date,toddmthatcher:US_CA:ice-age-collision-course:unknown-date,Ice Age: Collision Course,6482,Ice Age: Collision Course,2016-07-22,matched,provisional,1,,,,,28300000,28300000
toddmthatcher,toddmthatcher:US_CA:in-the-heart-of-the-sea:2015-12-18,toddmthatcher:US_CA:in-the-heart-of-the-sea:2015-12-18,In the Heart of the Sea,26168,In the Heart of the Sea,,matched,provisional,1,2015-12-18,2015-12-18,2015-12-20,2015-12-20,5600000,5600000
toddmthatcher,toddmthatcher:US_CA:in-the-heart-of-the-sea:unknown-date,toddmthatcher:US_CA:in-the-heart-of-the-sea:unknown-date,In the Heart of the Sea,26168,In the Heart of the Sea,,matched,provisional,1,,,,,18400000,18400000
toddmthatcher,toddmthatcher:US_CA:independence-day-resurgence:2016-06-24,toddmthatcher:US_CA:independence-day-resurgence:2016-06-24,Independence Day: Resurgence,6471,Independence Day: Resurgence,2016-06-24,matched,provisional,1,2016-06-24,2016-06-24,2016-06-26,2016-06-26,63500000,63500000
toddmthatcher,toddmthatcher:US_CA:independence-day-resurgence:2016-07-01,toddmthatcher:US_CA:independence-day-resurgence:2016-07-01,Independence Day: Resurgence,6471,Independence Day: Resurgence,2016-06-24,matched,provisional,1,2016-07-01,2016-07-01,2016-07-04,2016-07-04,17800000,17800000
toddmthatcher,toddmthatcher:US_CA:independence-day-resurgence:unknown-date,toddmthatcher:US_CA:independence-day-resurgence:unknown-date,Independence Day: Resurgence,6471,Independence Day: Resurgence,2016-06-24,matched,provisional,1,,,,,63500000,63500000
toddmthatcher,toddmthatcher:US_CA:joy:2015-01-01,toddmthatcher:US_CA:joy:2015-01-01,Joy,6413,Joy,2015-12-25,matched,provisional,1,2015-01-01,2015-01-01,2015-01-03,2015-01-03,10700000,10700000
toddmthatcher,toddmthatcher:US_CA:joy:2015-12-25,toddmthatcher:US_CA:joy:2015-12-25,Joy,6413,Joy,2015-12-25,matched,provisional,1,2015-12-25,2015-12-25,2015-12-27,2015-12-27,14900000,14900000
toddmthatcher,toddmthatcher:US_CA:joy:unknown-date,toddmthatcher:US_CA:joy:unknown-date,Joy,6413,Joy,2015-12-25,matched,provisional,1,,,,,14900000,14900000
toddmthatcher,toddmthatcher:US_CA:keanu:2016-04-29,toddmthatcher:US_CA:keanu:2016-04-29,Keanu,6452,Keanu,2016-04-29,matched,provisional,1,2016-04-29,2016-04-29,2016-05-01,2016-05-01,17600000,17600000
toddmthatcher,toddmthatcher:US_CA:keanu:2016-05-06,toddmthatcher:US_CA:keanu:2016-05-06,Keanu,6452,Keanu,2016-04-29,matched,provisional,1,2016-05-06,2016-05-06,2016-05-08,2016-05-08,4900000,4900000
toddmthatcher,toddmthatcher:US_CA:keanu:unknown-date,toddmthatcher:US_CA:keanu:unknown-date,Keanu,6452,Keanu,2016-04-29,matched,provisional,1,,,,,17600000,17600000
toddmthatcher,toddmthatcher:US_CA:krampus:2015-12-04,toddmthatcher:US_CA:krampus:2015-12-04,Krampus,26273,Krampus,,matched,provisional,1,2015-12-04,2015-12-04,2015-12-06,2015-12-06,7100000,7100000
toddmthatcher,toddmthatcher:US_CA:krampus:2015-12-11,toddmthatcher:US_CA:krampus:2015-12-11,Krampus,26273,Krampus,,matched,provisional,1,2015-12-11,2015-12-11,2015-12-13,2015-12-13,7300000,7300000
toddmthatcher,toddmthatcher:US_CA:krampus:unknown-date,toddmthatcher:US_CA:krampus:unknown-date,Krampus,26273,Krampus,,matched,provisional,1,,,,,7100000,7100000
toddmthatcher,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-12,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-12,Kung Fu Panda 3,6417,Kung Fu Panda 3,2016-01-29,matched,provisional,1,2016-02-12,2016-02-12,2016-02-14,2016-02-14,14000000,14000000
toddmthatcher,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-19,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-19,Kung Fu Panda 3,6417,Kung Fu Panda 3,2016-01-29,matched,provisional,1,2016-02-19,2016-02-19,2016-02-21,2016-02-21,10800000,10800000
toddmthatcher,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-26,toddmthatcher:US_CA:kung-fu-panda-3:2016-02-26,Kung Fu Panda 3,6417,Kung Fu Panda 3,2016-01-29,matched,provisional,1,2016-02-26,2016-02-26,2016-02-28,2016-02-28,8200000,8200000
toddmthatcher,toddmthatcher:US_CA:kung-fu-panda-3:unknown-date,toddmthatcher:US_CA:kung-fu-panda-3:unknown-date,Kung Fu Panda 3,6417,Kung Fu Panda 3,2016-01-29,matched,provisional,1,,,,,41700000,41700000
toddmthatcher,toddmthatcher:US_CA:les-miserables:2012-12-25,toddmthatcher:US_CA:les-miserables:2012-12-25,Les Miserables,23717,Les Misérables,,matched,matched,1,2012-12-25,2012-12-25,2012-12-30,2012-12-30,29400000,29400000
toddmthatcher,toddmthatcher:US_CA:les-miserables:2013-01-04,toddmthatcher:US_CA:les-miserables:2013-01-04,Les Miserables,23717,Les Misérables,,matched,matched,1,2013-01-04,2013-01-04,2013-01-06,2013-01-06,18800000,18800000
toddmthatcher,toddmthatcher:US_CA:les-miserables:2013-01-11,toddmthatcher:US_CA:les-miserables:2013-01-11,Les Miserables,23717,Les Misérables,,matched,matched,1,2013-01-11,2013-01-11,2013-01-13,2013-01-13,9500000,9500000
toddmthatcher,toddmthatcher:US_CA:les-miserables:2013-01-25,toddmthatcher:US_CA:les-miserables:2013-01-25,Les Miserables,23717,Les Misérables,,matched,matched,1,2013-01-25,2013-01-25,2013-01-27,2013-01-27,6300000,6300000
toddmthatcher,toddmthatcher:US_CA:lights-out:2016-07-22,toddmthatcher:US_CA:lights-out:2016-07-22,Lights Out,6483,Lights Out,2016-07-22,matched,provisional,1,2016-07-22,2016-07-22,2016-07-24,2016-07-24,10200000,10200000
toddmthatcher,toddmthatcher:US_CA:lights-out:2016-07-29,toddmthatcher:US_CA:lights-out:2016-07-29,Lights Out,6483,Lights Out,2016-07-22,matched,provisional,1,2016-07-29,2016-07-29,2016-07-31,2016-07-31,10600000,10600000
toddmthatcher,toddmthatcher:US_CA:lights-out:unknown-date,toddmthatcher:US_CA:lights-out:unknown-date,Lights Out,6483,Lights Out,2016-07-22,matched,provisional,1,,,,,10200000,10200000
toddmthatcher,toddmthatcher:US_CA:london-has-fallen:2016-03-04,toddmthatcher:US_CA:london-has-fallen:2016-03-04,London Has Fallen,6433,London Has Fallen,2016-03-04,matched,provisional,1,2016-03-04,2016-03-04,2016-03-06,2016-03-06,24600000,24600000
toddmthatcher,toddmthatcher:US_CA:london-has-fallen:2016-03-11,toddmthatcher:US_CA:london-has-fallen:2016-03-11,London Has Fallen,6433,London Has Fallen,2016-03-04,matched,provisional,1,2016-03-11,2016-03-11,2016-03-13,2016-03-13,9900000,9900000
toddmthatcher,toddmthatcher:US_CA:london-has-fallen:unknown-date,toddmthatcher:US_CA:london-has-fallen:unknown-date,London Has Fallen,6433,London Has Fallen,2016-03-04,matched,provisional,1,,,,,24600000,24600000
toddmthatcher,toddmthatcher:US_CA:masterminds:unknown-date,toddmthatcher:US_CA:masterminds:unknown-date,Masterminds,26339,Masterminds,,matched,provisional,1,,,,,6300000,6300000
toddmthatcher,toddmthatcher:US_CA:me-before-you:2016-06-03,toddmthatcher:US_CA:me-before-you:2016-06-03,Me Before You,6464,Me Before You,2016-06-03,matched,provisional,1,2016-06-03,2016-06-03,2016-06-05,2016-06-05,11500000,11500000
toddmthatcher,toddmthatcher:US_CA:me-before-you:2016-06-10,toddmthatcher:US_CA:me-before-you:2016-06-10,Me Before You,6464,Me Before You,2016-06-03,matched,provisional,1,2016-06-10,2016-06-10,2016-06-12,2016-06-12,10000000,10000000
toddmthatcher,toddmthatcher:US_CA:me-before-you:unknown-date,toddmthatcher:US_CA:me-before-you:unknown-date,Me Before You,6464,Me Before You,2016-06-03,matched,provisional,1,,,,,11500000,11500000
toddmthatcher,toddmthatcher:US_CA:meet-the-blacks:unknown-date,toddmthatcher:US_CA:meet-the-blacks:unknown-date,Meet the Blacks,6444,Meet the Blacks,2016-04-01,matched,provisional,1,,,,,3700000,3700000
toddmthatcher,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:2016-07-08,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:2016-07-08,Mike and Dave Need Wedding Dates,6478,Mike & Dave Need Wedding Dates,2016-07-08,matched,provisional,1,2016-07-08,2016-07-08,2016-07-10,2016-07-10,13500000,13500000
toddmthatcher,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:2016-07-15,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:2016-07-15,Mike and Dave Need Wedding Dates,6478,Mike & Dave Need Wedding Dates,2016-07-08,matched,provisional,1,2016-07-15,2016-07-15,2016-07-17,2016-07-17,8900000,8900000
toddmthatcher,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:unknown-date,toddmthatcher:US_CA:mike-and-dave-need-wedding-dates:unknown-date,Mike and Dave Need Wedding Dates,6478,Mike & Dave Need Wedding Dates,2016-07-08,matched,provisional,1,,,,,13500000,13500000
toddmthatcher,toddmthatcher:US_CA:minions:2015-07-04,toddmthatcher:US_CA:minions:2015-07-04,Minions,35020,Minions,2015-07-04,matched,provisional,1,2015-07-04,2015-07-04,2015-07-06,2015-07-06,96400000,96400000
toddmthatcher,toddmthatcher:US_CA:minions:2015-07-10,toddmthatcher:US_CA:minions:2015-07-10,Minions,35020,Minions,2015-07-04,matched,provisional,1,2015-07-10,2015-07-10,2015-07-12,2015-07-12,96400000,96400000
toddmthatcher,toddmthatcher:US_CA:minions:2015-07-17,toddmthatcher:US_CA:minions:2015-07-17,Minions,35020,Minions,2015-07-04,matched,provisional,1,2015-07-17,2015-07-17,2015-07-19,2015-07-19,56900000,56900000
toddmthatcher,toddmthatcher:US_CA:minions:2015-07-24,toddmthatcher:US_CA:minions:2015-07-24,Minions,35020,Minions,2015-07-04,matched,provisional,1,2015-07-24,2015-07-24,2015-07-26,2015-07-26,23400000,23400000
toddmthatcher,toddmthatcher:US_CA:minions:2015-07-31,toddmthatcher:US_CA:minions:2015-07-31,Minions,35020,Minions,2015-07-04,matched,provisional,1,2015-07-31,2015-07-31,2015-08-02,2015-08-02,11800000,11800000
toddmthatcher,toddmthatcher:US_CA:miracles-from-heaven:2016-03-18,toddmthatcher:US_CA:miracles-from-heaven:2016-03-18,Miracles from Heaven,6440,Miracles from Heaven,2016-03-18,matched,provisional,1,2016-03-18,2016-03-18,2016-03-20,2016-03-20,15800000,15800000
toddmthatcher,toddmthatcher:US_CA:miracles-from-heaven:2016-03-25,toddmthatcher:US_CA:miracles-from-heaven:2016-03-25,Miracles from Heaven,6440,Miracles from Heaven,2016-03-18,matched,provisional,1,2016-03-25,2016-03-25,2016-03-27,2016-03-27,10900000,10900000
toddmthatcher,toddmthatcher:US_CA:miracles-from-heaven:2016-04-01,toddmthatcher:US_CA:miracles-from-heaven:2016-04-01,Miracles from Heaven,6440,Miracles from Heaven,2016-03-18,matched,provisional,1,2016-04-01,2016-04-01,2016-04-03,2016-04-03,5700000,5700000
toddmthatcher,toddmthatcher:US_CA:miracles-from-heaven:unknown-date,toddmthatcher:US_CA:miracles-from-heaven:unknown-date,Miracles from Heaven,6440,Miracles from Heaven,2016-03-18,matched,provisional,1,,,,,15800000,15800000
toddmthatcher,toddmthatcher:US_CA:money-monster:2016-05-13,toddmthatcher:US_CA:money-monster:2016-05-13,Money Monster,6456,Money Monster,2016-05-13,matched,provisional,1,2016-05-13,2016-05-13,2016-05-15,2016-05-15,12700000,12700000
toddmthatcher,toddmthatcher:US_CA:money-monster:unknown-date,toddmthatcher:US_CA:money-monster:unknown-date,Money Monster,6456,Money Monster,2016-05-13,matched,provisional,1,,,,,12700000,12700000
toddmthatcher,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-03-25,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-03-25,My Big Fat Greek Wedding 2,6442,My Big Fat Greek Wedding 2,2016-03-25,matched,provisional,1,2016-03-25,2016-03-25,2016-03-27,2016-03-27,13100000,13100000
toddmthatcher,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-04-01,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-04-01,My Big Fat Greek Wedding 2,6442,My Big Fat Greek Wedding 2,2016-03-25,matched,provisional,1,2016-04-01,2016-04-01,2016-04-03,2016-04-03,9400000,9400000
toddmthatcher,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-04-08,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:2016-04-08,My Big Fat Greek Wedding 2,6442,My Big Fat Greek Wedding 2,2016-03-25,matched,provisional,1,2016-04-08,2016-04-08,2016-04-10,2016-04-10,7300000,7300000
toddmthatcher,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:unknown-date,toddmthatcher:US_CA:my-big-fat-greek-wedding-2:unknown-date,My Big Fat Greek Wedding 2,6442,My Big Fat Greek Wedding 2,2016-03-25,matched,provisional,1,,,,,13100000,13100000
toddmthatcher,toddmthatcher:US_CA:neighbors-2-sorority-rising:2016-05-27,toddmthatcher:US_CA:neighbors-2-sorority-rising:2016-05-27,Neighbors 2: Sorority Rising,6459,Neighbors 2: Sorority Rising,2016-05-20,matched,provisional,1,2016-05-27,2016-05-27,2016-05-30,2016-05-30,10400000,10400000
toddmthatcher,toddmthatcher:US_CA:neighbors-2-sorority-rising:unknown-date,toddmthatcher:US_CA:neighbors-2-sorority-rising:unknown-date,Neighbors 2: Sorority Rising,6459,Neighbors 2: Sorority Rising,2016-05-20,matched,provisional,1,,,,,38200000,38200000
toddmthatcher,toddmthatcher:US_CA:no-escape:2015-08-28,toddmthatcher:US_CA:no-escape:2015-08-28,No Escape,22314,No Escape,,matched,matched,1,2015-08-28,2015-08-28,2015-08-30,2015-08-30,4700000,4700000
toddmthatcher,toddmthatcher:US_CA:no-escape:2015-09-04,toddmthatcher:US_CA:no-escape:2015-09-04,No Escape,22314,No Escape,,matched,matched,1,2015-09-04,2015-09-04,2015-09-07,2015-09-07,6000000,6000000
toddmthatcher,toddmthatcher:US_CA:no-escape:unknown-date,toddmthatcher:US_CA:no-escape:unknown-date,No Escape,22314,No Escape,,matched,matched,1,,,,,4700000,4700000
toddmthatcher,toddmthatcher:US_CA:now-you-see-me-2:2016-06-10,toddmthatcher:US_CA:now-you-see-me-2:2016-06-10,Now You See Me 2,6468,Now You See Me 2,2016-06-10,matched,provisional,1,2016-06-10,2016-06-10,2016-06-12,2016-06-12,24100000,24100000
toddmthatcher,toddmthatcher:US_CA:now-you-see-me-2:2016-06-17,toddmthatcher:US_CA:now-you-see-me-2:2016-06-17,Now You See Me 2,6468,Now You See Me 2,2016-06-10,matched,provisional,1,2016-06-17,2016-06-17,2016-06-19,2016-06-19,12500000,12500000
toddmthatcher,toddmthatcher:US_CA:now-you-see-me-2:unknown-date,toddmthatcher:US_CA:now-you-see-me-2:unknown-date,Now You See Me 2,6468,Now You See Me 2,2016-06-10,matched,provisional,1,,,,,24100000,24100000
toddmthatcher,toddmthatcher:US_CA:oldboy:unknown-date,toddmthatcher:US_CA:oldboy:unknown-date,Oldboy,24020,Oldboy,,matched,matched,1,,,,,2400000,2400000
toddmthatcher,toddmthatcher:US_CA:popstar-never-stop-never-stopping:2016-06-03,toddmthatcher:US_CA:popstar-never-stop-never-stopping:2016-06-03,Popstar: Never Stop Never Stopping,6465,Popstar: Never Stop Never Stopping,2016-06-03,matched,provisional,1,2016-06-03,2016-06-03,2016-06-05,2016-06-05,5600000,5600000
toddmthatcher,toddmthatcher:US_CA:popstar-never-stop-never-stopping:unknown-date,toddmthatcher:US_CA:popstar-never-stop-never-stopping:unknown-date,Popstar: Never Stop Never Stopping,6465,Popstar: Never Stop Never Stopping,2016-06-03,matched,provisional,1,,,,,5600000,5600000
toddmthatcher,toddmthatcher:US_CA:pride-and-prejudice-and-zombies:2016-02-05,toddmthatcher:US_CA:pride-and-prejudice-and-zombies:2016-02-05,Pride and Prejudice and Zombies,6421,Pride and Prejudice and Zombies,2016-02-05,matched,provisional,1,2016-02-05,2016-02-05,2016-02-07,2016-02-07,8100000,8100000
toddmthatcher,toddmthatcher:US_CA:pride-and-prejudice-and-zombies:unknown-date,toddmthatcher:US_CA:pride-and-prejudice-and-zombies:unknown-date,Pride and Prejudice and Zombies,6421,Pride and Prejudice and Zombies,2016-02-05,matched,provisional,1,,,,,8100000,8100000
toddmthatcher,toddmthatcher:US_CA:ratchet-and-clank:2016-04-29,toddmthatcher:US_CA:ratchet-and-clank:2016-04-29,Ratchet & Clank,6454,Ratchet & Clank,2016-04-29,matched,provisional,1,2016-04-29,2016-04-29,2016-05-01,2016-05-01,5200000,5200000
toddmthatcher,toddmthatcher:US_CA:ratchet-and-clank:unknown-date,toddmthatcher:US_CA:ratchet-and-clank:unknown-date,Ratchet & Clank,6454,Ratchet & Clank,2016-04-29,matched,provisional,1,,,,,5200000,5200000
toddmthatcher,toddmthatcher:US_CA:risen:2016-02-19,toddmthatcher:US_CA:risen:2016-02-19,Risen,6426,Risen,2016-02-19,matched,provisional,1,2016-02-19,2016-02-19,2016-02-21,2016-02-21,14200000,14200000
toddmthatcher,toddmthatcher:US_CA:risen:2016-02-26,toddmthatcher:US_CA:risen:2016-02-26,Risen,6426,Risen,2016-02-19,matched,provisional,1,2016-02-26,2016-02-26,2016-02-28,2016-02-28,7100000,7100000
toddmthatcher,toddmthatcher:US_CA:risen:unknown-date,toddmthatcher:US_CA:risen:unknown-date,Risen,6426,Risen,2016-02-19,matched,provisional,1,,,,,14200000,14200000
toddmthatcher,toddmthatcher:US_CA:sisters:2015-01-01,toddmthatcher:US_CA:sisters:2015-01-01,Sisters,6411,Sisters,2015-12-18,matched,provisional,1,2015-01-01,2015-01-01,2015-01-03,2015-01-03,9200000,9200000
toddmthatcher,toddmthatcher:US_CA:sisters:2015-12-18,toddmthatcher:US_CA:sisters:2015-12-18,Sisters,6411,Sisters,2015-12-18,matched,provisional,1,2015-12-18,2015-12-18,2015-12-20,2015-12-20,13900000,13900000
toddmthatcher,toddmthatcher:US_CA:sisters:2015-12-25,toddmthatcher:US_CA:sisters:2015-12-25,Sisters,6411,Sisters,2015-12-18,matched,provisional,1,2015-12-25,2015-12-25,2015-12-27,2015-12-27,10400000,10400000
toddmthatcher,toddmthatcher:US_CA:sisters:unknown-date,toddmthatcher:US_CA:sisters:unknown-date,Sisters,6411,Sisters,2015-12-18,matched,provisional,1,,,,,13900000,13900000
toddmthatcher,toddmthatcher:US_CA:spectre:2015-11-20,toddmthatcher:US_CA:spectre:2015-11-20,Spectre,26582,Spectre,,matched,provisional,1,2015-11-20,2015-11-20,2015-11-22,2015-11-22,15300000,15300000
toddmthatcher,toddmthatcher:US_CA:spectre:2015-12-04,toddmthatcher:US_CA:spectre:2015-12-04,Spectre,26582,Spectre,,matched,provisional,1,2015-12-04,2015-12-04,2015-12-06,2015-12-06,6000000,6000000
toddmthatcher,toddmthatcher:US_CA:spectre:unknown-date,toddmthatcher:US_CA:spectre:unknown-date,Spectre,26582,Spectre,,matched,provisional,2,,,,,13100000,91300000
toddmthatcher,toddmthatcher:US_CA:spotlight:unknown-date,toddmthatcher:US_CA:spotlight:unknown-date,Spotlight,26600,Spotlight,,matched,provisional,1,,,,,4700000,4700000
toddmthatcher,toddmthatcher:US_CA:star-trek-beyond:2016-07-29,toddmthatcher:US_CA:star-trek-beyond:2016-07-29,Star Trek Beyond,6481,Star Trek Beyond,2016-07-22,matched,provisional,1,2016-07-29,2016-07-29,2016-07-31,2016-07-31,28500000,28500000
toddmthatcher,toddmthatcher:US_CA:star-trek-beyond:2016-08-05,toddmthatcher:US_CA:star-trek-beyond:2016-08-05,Star Trek Beyond,6481,Star Trek Beyond,2016-07-22,matched,provisional,1,2016-08-05,2016-08-05,2016-08-07,2016-08-07,10800000,10800000
toddmthatcher,toddmthatcher:US_CA:star-trek-beyond:unknown-date,toddmthatcher:US_CA:star-trek-beyond:unknown-date,Star Trek Beyond,6481,Star Trek Beyond,2016-07-22,matched,provisional,1,,,,,53400000,53400000
toddmthatcher,toddmthatcher:US_CA:star-wars-the-force-awakens:2015-12-18,toddmthatcher:US_CA:star-wars-the-force-awakens:2015-12-18,Star Wars: The Force Awakens,6409,Star Wars: The Force Awakens,2015-12-18,matched,provisional,1,2015-12-18,2015-12-18,2015-12-20,2015-12-20,234700000,234700000
toddmthatcher,toddmthatcher:US_CA:star-wars-the-force-awakens:2016-01-15,toddmthatcher:US_CA:star-wars-the-force-awakens:2016-01-15,Star Wars: The Force Awakens,6409,Star Wars: The Force Awakens,2015-12-18,matched,provisional,1,2016-01-15,2016-01-15,2016-01-17,2016-01-17,23900000,23900000
toddmthatcher,toddmthatcher:US_CA:star-wars-the-force-awakens:2016-01-22,toddmthatcher:US_CA:star-wars-the-force-awakens:2016-01-22,Star Wars: The Force Awakens,6409,Star Wars: The Force Awakens,2015-12-18,matched,provisional,1,2016-01-22,2016-01-22,2016-01-24,2016-01-24,15900000,15900000
